train_n,sample_id,amplitude,damping,frequency,shift,mse
16,996,0.75162574,3.00118953,22.04726176,0.27126878,0.0045219812
16,997,0.80304654,3.97720308,23.41703698,-0.02894436,0.0089495568
16,998,0.91406912,2.33412244,22.42147505,0.00540639,0.0058697818
16,999,0.83345629,2.55494184,21.36782429,0.21766366,0.0022954069
16,1000,0.90752095,2.44249483,21.65136997,0.06477229,0.0053562751
16,1001,0.68034051,2.23731931,21.20893037,0.23154717,0.0083453818
16,1002,0.94063459,2.34103592,21.23176891,0.35038021,0.0088120856
16,1003,0.90351651,2.52338090,21.99385266,0.21452887,0.0013739643
16,1004,0.94207608,2.58084416,22.03408741,-0.05815105,0.0045762927
16,1005,0.79835556,2.90063944,21.80281217,0.37154800,0.0046135187
16,1006,0.85604474,2.58845144,20.41117725,0.03329050,0.0021691949
16,1007,0.88925431,2.28183472,22.37302679,0.05111900,0.0061365658
16,1008,0.86839131,2.63831631,22.49236925,-0.12584179,0.0102281069
16,1009,0.87554429,2.25204165,21.24673935,0.13401575,0.0103291244
16,1010,0.92357260,2.80242530,20.42947649,0.24032474,0.0079256198
16,1011,0.84597775,3.17523786,22.03600058,0.08902653,0.0030440678
16,1012,0.75935439,2.71125862,22.12583327,0.24211090,0.0106550334
16,1013,0.89586733,3.85526942,21.27897020,0.38639961,0.0028259162
16,1014,0.84361869,2.20704339,21.74047156,0.43728683,0.0044056452
16,1015,0.75393395,2.47908515,20.94056666,0.26550822,0.0023716061
16,1016,0.61030710,2.38152407,18.85839098,0.17997079,0.0091217060
16,1017,0.62352413,2.53306132,20.72243935,0.27568771,0.0025663199
16,1018,0.78106237,2.24604956,21.04571430,0.04856560,0.0077450727
16,1019,0.62653899,2.34729174,19.80067402,0.29854866,0.0048179672
16,1020,0.80576664,2.22901966,22.14597894,0.11704102,0.0025153820
16,1021,0.69346459,2.50261139,21.30783971,-0.35313437,0.0031458214
16,1022,0.79014933,3.21339555,20.76291725,-0.12348324,0.0143826341
16,1023,0.89760139,2.23724364,22.55958570,0.02699212,0.0030920984
32,0,0.69171981,2.40727922,21.94822170,0.32633143,0.0048173039
32,1,0.85118774,3.34325217,20.63572357,0.31280136,0.0016463913
32,2,0.69515050,3.80333382,21.75189180,0.25409545,0.0037125036
32,3,0.70361490,3.43146771,20.53744227,-0.06094595,0.0024834316
32,4,0.52086540,2.43652039,21.25239369,0.25064315,0.0040077519
32,5,0.80410390,2.27356762,24.48785537,-0.08937420,0.0017678805
32,6,0.68133024,2.69106583,22.26851107,0.15712538,0.0022623881
32,7,0.77742006,2.42287204,21.84978059,-0.09410762,0.0013289036
32,8,0.71992216,2.42024257,22.27764766,0.19136948,0.0022171560
32,9,0.73231327,3.71958637,19.17645618,-0.02481052,0.0009492576
32,10,0.86358051,3.14326640,23.61893782,0.21788583,0.0007252331
32,11,0.67989274,3.03472740,20.71546246,-0.49580541,0.0018864445
32,12,0.77381183,2.82286111,23.34865646,0.44649264,0.0011962251
32,13,0.64053109,2.59110011,21.96983897,-0.16159037,0.0045007510
32,14,0.55931849,2.45955570,21.82064388,0.29619931,0.0030664389
32,15,0.73155010,2.88835262,21.96884191,0.31510110,0.0020563651
32,16,0.90007589,3.64468411,20.87054072,0.05310899,0.0071098457
32,17,0.83328609,2.26085803,23.28356070,0.03288819,0.0134299500
32,18,0.76658710,2.58263960,22.25665758,0.21212335,0.0030781960
32,19,0.72161042,2.44881983,20.24684906,0.18020096,0.0043291960
32,20,0.78371852,2.41625951,21.78514715,0.22237243,0.0014419838
32,21,0.64274374,2.60172529,20.96912647,0.28953454,0.0005238455
32,22,0.54546334,3.56649675,21.46054405,0.23861052,0.0013293942
32,23,0.86162765,2.56624121,24.11170287,-0.31011351,0.0055237784
32,24,0.92802152,2.46628996,21.80111059,0.36001136,0.0020143299
32,25,0.71783462,2.44204178,21.11156385,0.29978981,0.0024416593
32,26,0.79480368,2.41608880,20.43758313,0.04786072,0.0032984111
32,27,0.78353267,2.37588093,23.24244876,-0.34028965,0.0010589766
32,28,0.81882747,2.63658749,21.03204345,0.17374815,0.0039599776
32,29,0.54823727,3.16631922,22.80637799,-0.01418894,0.0023223615
32,30,0.86950808,2.48195580,22.79489063,-0.34137562,0.0009003299
32,31,0.81856202,3.00109297,22.27602382,-0.04741275,0.0010956135
32,32,0.76606010,2.55501055,22.81257008,0.28082843,0.0016969174
32,33,0.71015038,2.96959254,23.19408778,0.07329124,0.0018024544
32,34,0.84739056,2.12854116,22.82126456,-0.17180844,0.0028361965
32,35,0.78330304,2.06747518,22.24258544,-0.28608124,0.0012941270
32,36,0.85179766,2.04164376,22.69762122,0.46836319,0.0057832567
32,37,0.75277146,3.16129454,20.88832380,0.16596754,0.0011817453
32,38,0.86295303,2.85910235,20.77673636,0.17481012,0.0020577709
32,39,0.76759451,3.25685030,21.52097198,-0.07451712,0.0039277313
32,40,0.77422024,2.60328761,22.92798575,0.09448887,0.0029591774
32,41,0.53758463,2.36910105,23.12378538,-0.00696981,0.0021749475
32,42,0.72453779,2.44126588,22.40285948,0.06311609,0.0015325709
32,43,0.76993325,2.49146413,22.94980040,0.01814908,0.0058930843
32,44,0.94505030,2.82612960,23.33202241,-0.00256789,0.0057378413
32,45,0.74304395,3.82184500,22.68490840,0.19725904,0.0009383729
32,46,0.80328119,2.93126791,21.27229180,-0.22513188,0.0054286085
32,47,0.77853254,2.52345557,23.42585447,0.35514435,0.0071652564
32,48,0.73639716,2.31391483,24.37904603,0.34351992,0.0009272416
32,49,0.72637392,2.78963912,24.82366367,0.15749471,0.0014036737
32,50,0.80480701,3.17031781,21.81417575,0.11513490,0.0050532007
32,51,0.67108713,2.39428586,21.38811040,0.12922486,0.0010833268
32,52,0.88906273,3.26757994,22.91826737,-0.34516647,0.0028286707
32,53,0.70909398,2.60339707,19.91355503,-0.39708097,0.0016276233
32,54,0.86188853,2.56257562,18.85332716,0.20854449,0.0022038782
32,55,0.85335746,2.37896494,23.70826505,-0.14703857,0.0025117606
32,56,0.73440029,2.10382221,22.35281821,0.30325978,0.0019398294
32,57,0.67350200,2.16354326,23.40212572,0.45209282,0.0038574327
32,58,0.88035864,2.14295790,21.83120785,0.17818663,0.0044317072
32,59,0.93589796,3.31219271,22.63237165,0.22460398,0.0022521068
32,60,0.79097820,2.38294511,20.70653930,0.16573019,0.0037005063
32,61,0.86228965,2.62649383,23.15200135,0.22616521,0.0051605848
32,62,0.97290548,2.24569934,24.14306357,0.38862249,0.0032260512
32,63,0.77559691,2.30322774,20.34188481,0.19115760,0.0087608520
32,64,0.71715229,2.72761444,22.92468826,-0.38377880,0.0034580222
32,65,0.88343395,2.49068328,20.99107669,0.36598883,0.0016573307
32,66,0.90164442,2.64615927,21.87101644,0.19434785,0.0020386408
32,67,0.67451258,3.96974424,20.24782927,0.47977967,0.0025797310
32,68,0.88779281,2.29635252,24.27606736,-0.02151822,0.0027527899
32,69,0.78249201,2.56563276,21.87199290,-0.03416588,0.0031551756
32,70,0.92582756,3.02915113,23.88208666,0.15742321,0.0013302679
32,71,0.84980769,3.08540085,22.01202261,-0.03009520,0.0027880021
32,72,0.83862459,3.18114719,18.89876694,0.21847380,0.0009001192
32,73,0.89953429,3.82151808,19.01851108,0.40442443,0.0064960942
32,74,0.70616915,2.99174765,22.20852852,-0.15460824,0.0030441541
32,75,0.88820724,2.17539656,21.44096978,0.41963935,0.0029782118
32,76,0.80743500,2.82310015,24.74625770,0.16913652,0.0010980849
32,77,0.92807991,2.77426301,23.05795180,0.08725692,0.0043668773
32,78,0.92284242,2.11583463,21.85385791,0.20840739,0.0023102303
32,79,0.63086172,2.46348593,24.38964684,0.29961109,0.0020048990
32,80,0.80476810,2.67610956,19.96289111,0.30446439,0.0011319995
32,81,0.79177593,2.54094666,20.39674141,0.05325218,0.0024353887
32,82,0.89257402,3.25084600,20.36633241,0.18622585,0.0020913211
32,83,0.76409697,2.32845203,19.77873254,0.28316063,0.0006321931
32,84,0.75106874,3.05540651,21.34697718,0.06554976,0.0019224981
32,85,0.87193594,2.10253804,22.72209778,0.12131063,0.0021758725
32,86,0.92740270,2.27952967,23.83696001,0.08878560,0.0036669940
32,87,0.55775733,2.43614669,22.64228855,0.10489872,0.0009835112
32,88,0.69131657,2.74286383,22.56845842,-0.12304384,0.0040413386
32,89,0.63792701,2.51236096,21.83904380,0.12530612,0.0030393170
32,90,0.94620040,3.21959991,21.94990517,0.31912768,0.0030897666
32,91,0.68635764,3.06683891,21.31208779,-0.01614679,0.0038018754
32,92,0.91830681,3.72405509,20.43836396,0.06635384,0.0021156887
32,93,0.66604809,2.47010264,20.74285783,0.27611890,0.0020742585
32,94,0.63088745,3.49640967,22.81672542,0.39124591,0.0016391249
32,95,0.71458207,3.72523876,22.13500548,0.13242631,0.0014272117
32,96,0.74844248,2.84625095,21.46399844,0.26695718,0.0020659041
32,97,0.70958604,3.62394531,20.89688045,0.27631670,0.0014537769
32,98,0.53858349,2.52767364,23.45509017,0.25389055,0.0010800467
32,99,0.97573390,2.50538738,22.11331365,0.08857115,0.0078957400
32,100,0.71665817,2.43266701,19.59888658,0.24991721,0.0017879646
32,101,0.77817214,2.42808183,22.53305007,0.26217792,0.0039394626
32,102,0.68325278,2.21702282,21.89758902,-0.49329286,0.0009303235
32,103,0.77377890,2.41847740,21.38496639,0.16762643,0.0017563162
32,104,0.50348672,2.26219455,22.10458645,-0.06842513,0.0023959382
32,105,0.93609579,2.13335630,20.51089305,-0.05595739,0.0007157024
32,106,0.84425799,2.61653036,22.30166447,0.18187948,0.0030419772
32,107,0.84653635,3.24100250,21.57661576,0.10409607,0.0021049978
32,108,0.70212133,3.11809094,23.50233297,0.42688869,0.0022231802
32,109,0.58837782,3.44847063,25.05893485,0.11808102,0.0030767136
32,110,0.74898321,2.80092055,22.04971690,0.06976773,0.0028896688
32,111,0.84071917,2.16059092,21.89691124,-0.22284007,0.0026985476
32,112,0.82415202,2.35848502,21.94864550,0.04643830,0.0039999470
32,113,0.76297627,2.35653702,22.57844483,0.42051205,0.0020215708
32,114,0.86715451,2.54912780,22.65260703,0.47676020,0.0027623289
32,115,0.81212848,2.31226800,21.80841424,0.29416635,0.0028062912
32,116,0.95294256,2.19824717,24.69625961,0.16313569,0.0009787860
32,117,0.69193271,2.53927653,23.13419404,0.23986506,0.0052156643
32,118,0.71280446,2.56168409,20.19155511,-0.05460694,0.0035409923
32,119,0.81967742,2.22873651,23.11984930,0.34632461,0.0051832804
32,120,0.96004254,3.15672051,23.54585546,-0.07279187,0.0018853018
32,121,0.94525199,2.48287725,21.51425780,0.27600878,0.0019163167
32,122,0.73141291,3.06324912,22.30570255,0.12628776,0.0026570310
32,123,0.76143302,2.43276237,19.98745559,0.20856407,0.0010522191
32,124,0.74588833,2.04205732,22.34584407,-0.18649943,0.0018454075
32,125,0.92969800,3.49870688,20.50067014,0.10801614,0.0019086997
32,126,0.64611919,2.66730215,24.04472854,-0.05814988,0.0013524817
32,127,0.56873558,2.29567369,22.92056841,0.16812569,0.0008080873
32,128,0.55168897,2.39446022,23.09431726,0.22781545,0.0019198437
32,129,0.77812719,2.59846576,22.83364024,0.08160967,0.0043528584
32,130,0.70675503,2.92798088,21.83536251,0.10120536,0.0030347546
32,131,0.50347152,3.04583924,23.18488104,-0.36022165,0.0044250252
32,132,0.75194410,2.62107896,20.67030117,0.40247237,0.0025608145
32,133,0.80209856,2.44860761,22.24746031,0.15658860,0.0033287149
32,134,0.83867869,2.87217964,23.41414766,0.30420012,0.0009139418
32,135,0.81267833,2.61412116,21.46237170,0.33216495,0.0013544278
32,136,0.68695716,2.78083932,22.23241507,0.42823998,0.0024307496
32,137,0.81643592,2.49222010,23.24823957,0.16105805,0.0032076455
32,138,0.67860212,2.31340504,24.14809920,0.16254821,0.0034189533
32,139,0.85051073,2.91854194,22.40223229,0.28392076,0.0031422334
32,140,0.76671054,2.56831815,20.66904121,0.27127265,0.0028273510
32,141,0.92587437,3.01723723,21.23316058,0.07985502,0.0065941222
32,142,0.66127119,2.64853010,21.80428031,0.07925344,0.0024844679
32,143,0.55449536,2.72625394,21.54338879,0.08917844,0.0011323047
32,144,0.66002234,3.64107835,21.31288251,-0.04750622,0.0012212929
32,145,0.77217438,2.28308493,22.83473417,-0.10780173,0.0047418925
32,146,0.81840494,2.53873225,21.97163966,0.31038303,0.0024938894
32,147,0.97522985,2.91823819,24.29961271,-0.00940016,0.0015326075
32,148,0.69939584,3.49182130,21.14172630,0.20559743,0.0022901938
32,149,0.91406416,3.30695518,22.24993930,0.18534693,0.0022992811
32,150,0.81263404,2.15028990,21.41366042,0.26669544,0.0023371457
32,151,0.74787123,3.93345969,21.77297502,-0.08685627,0.0016610624
32,152,0.85729405,3.23479484,22.53060730,-0.21608901,0.0081877117
32,153,0.66979330,2.72738445,21.29253331,0.38342166,0.0019463223
32,154,0.66763250,2.64838285,22.00809800,0.33738459,0.0048587409
32,155,0.83324072,2.85446341,22.97729466,-0.34094420,0.0039457341
32,156,0.74967435,2.49571556,22.80026343,-0.14073053,0.0018372311
32,157,0.84411962,2.70514580,20.77850442,-0.07798900,0.0103848870
32,158,0.74153472,3.49188571,22.85900144,0.36710933,0.0037001463
32,159,0.75161171,2.40234401,21.80689079,-0.40348237,0.0048191287
32,160,0.86493513,2.22393728,21.38659430,0.20169747,0.0014648603
32,161,0.72855052,2.22868417,22.67063158,0.44779282,0.0024200042
32,162,0.82505902,3.28172550,20.06622549,0.32578428,0.0040639237
32,163,0.96252810,3.88549089,20.92751412,0.01238275,0.0021237195
32,164,0.72219908,3.91801822,20.22397030,0.46254883,0.0039724447
32,165,0.87569784,2.82638332,24.26836995,0.42746026,0.0050380289
32,166,0.69062716,3.80732163,22.86257552,0.41719155,0.0025287589
32,167,0.91504341,2.72776390,21.84804088,0.42224070,0.0008106671
32,168,0.75850617,2.40194882,22.59373554,0.41605906,0.0010087199
32,169,0.62667564,2.48911206,21.77523471,0.47126977,0.0018394604
32,170,0.70379103,3.94397795,21.88603335,0.06848485,0.0026949641
32,171,0.69866223,2.34285390,21.65499083,0.17395399,0.0048074041
32,172,0.75198473,3.13358960,21.50746198,-0.45938155,0.0025378062
32,173,0.62499764,2.75365640,21.86358095,-0.25325259,0.0022387621
32,174,0.99356906,2.60107194,24.88796727,-0.21125449,0.0071519429
32,175,0.76548605,2.10121366,22.27729939,0.36701262,0.0036317092
32,176,0.76441098,2.91798700,21.44775560,0.03540141,0.0033493597
32,177,0.96533712,3.27827830,22.42134249,0.45084217,0.0031145587
32,178,0.71913172,2.75096634,23.48624390,0.16555440,0.0017948281
32,179,0.71152191,2.99960608,21.80951202,0.39455645,0.0017685349
32,180,0.86027000,3.11944684,20.77153737,0.09208268,0.0049340590
32,181,0.96421402,2.62656219,23.42756922,0.31547823,0.0016811513
32,182,0.93844772,2.53666250,22.42112723,0.28880072,0.0020531501
32,183,0.70335012,2.11087479,20.87920738,0.44591490,0.0034650482
32,184,0.97282724,2.43683104,21.88418434,-0.40858797,0.0036087755
32,185,0.88444238,2.82408055,20.61848951,0.26838222,0.0020047263
32,186,0.87156736,3.68802945,20.82383480,0.00146734,0.0021267033
32,187,0.82107668,2.04014607,21.54187226,-0.11866963,0.0031172932
32,188,0.71051233,2.41951051,23.73199354,0.15906028,0.0035377896
32,189,0.59553216,3.64529770,22.57152996,0.40594201,0.0005909166
32,190,0.78947465,2.14433423,23.17979177,0.25789007,0.0021879731
32,191,0.81166408,2.61426634,23.25764339,0.25868965,0.0045058136
32,192,0.68250755,2.30417903,21.47052879,0.28737368,0.0067129874
32,193,0.84792307,3.27846939,21.42646818,-0.01100997,0.0010329966
32,194,0.77778577,2.59215113,21.49498214,-0.21119006,0.0016829395
32,195,0.80040080,2.75777082,22.98965490,0.48858114,0.0015752631
32,196,0.90340020,2.19457269,21.96661553,0.09646684,0.0048590358
32,197,0.76300585,2.48565264,21.37551917,-0.20314309,0.0029238223
32,198,0.93663812,2.60271912,24.65914916,0.28643367,0.0023543828
32,199,0.64592462,2.32241843,21.51410862,0.37922009,0.0012254464
32,200,0.82818720,2.14035433,22.22585681,-0.18369574,0.0020888090
32,201,0.75183477,2.41422203,21.73689775,0.43386958,0.0033492257
32,202,0.83224990,2.38321441,21.34332363,0.26102479,0.0044022013
32,203,0.82735421,3.11152100,20.44011553,0.06881618,0.0052879368
32,204,0.85799155,3.50500547,21.74964633,-0.05331370,0.0058243124
32,205,0.81274712,2.94587494,21.32630783,0.32132961,0.0019489928
32,206,0.90859043,2.54506068,21.92448956,-0.27273556,0.0031170787
32,207,0.92025483,2.26793190,21.45720312,-0.08551427,0.0044474626
32,208,0.86115478,2.43996273,22.89145970,0.27201067,0.0053885375
32,209,0.91254260,2.58399417,22.24384095,0.07811086,0.0024016629
32,210,0.89587777,2.84140392,20.00647489,0.49603678,0.0059735914
32,211,0.94506952,2.58194350,24.31864871,0.20081919,0.0029832752
32,212,0.70044320,3.87259278,22.27682034,0.41327283,0.0026187033
32,213,0.77529170,3.16498813,21.97691838,-0.05645398,0.0037197979
32,214,0.86747808,2.59377257,21.57125164,-0.03434532,0.0016921588
32,215,0.64846264,3.50043027,22.44505495,0.06939984,0.0038927866
32,216,0.53855954,2.51342455,21.17662461,-0.05131663,0.0054728940
32,217,0.73450351,2.70346637,21.23677088,0.43061333,0.0017994666
32,218,0.89676279,2.73184142,21.30618908,0.25700337,0.0014033053
32,219,0.62343753,2.43027750,21.73151433,-0.04000698,0.0023636179
32,220,0.78865880,2.75480570,23.57331016,0.23094078,0.0031152615
32,221,0.76657693,2.69631861,21.05529811,0.18819945,0.0044156092
32,222,0.64328055,3.37767365,23.09762413,0.32098386,0.0010075769
32,223,0.81480109,2.80710922,21.86136218,0.35452665,0.0034835621
32,224,0.93941481,2.01067729,21.17608015,0.21306050,0.0003901154
32,225,0.91464373,3.03458164,22.45641966,0.12404333,0.0020497923
32,226,0.95699325,2.10488332,22.20988230,0.43833941,0.0074549351
32,227,0.70871155,2.04783301,22.95898056,0.11325864,0.0010303249
32,228,0.75023254,2.57773386,21.84377347,0.16295028,0.0040935647
32,229,0.86779641,2.21023556,24.42998703,0.13746229,0.0019750113
32,230,0.75537778,2.50773278,23.54911085,0.42323490,0.0018585501
32,231,0.82305203,3.79062124,22.91459462,0.04916475,0.0011967460
32,232,0.91099990,2.60882623,20.59686308,0.32138513,0.0070900549
32,233,0.88407527,2.49271788,20.57237659,0.31645495,0.0038679117
32,234,0.60368162,2.42609910,20.42596185,0.17107773,0.0042855909
32,235,0.83528032,2.84529613,21.78304847,-0.15385135,0.0021492776
32,236,0.86272433,2.14473148,22.36567493,0.04562806,0.0017442681
32,237,0.78891608,2.98543466,24.12850346,0.14870054,0.0024609239
32,238,0.68754782,3.62416251,22.78591596,-0.02331205,0.0010031987
32,239,0.91998375,2.63427438,20.90646519,0.05331747,0.0007954739
32,240,0.50210285,2.64264550,22.81162431,-0.09700521,0.0014197602
32,241,0.69694835,2.47315446,23.53448203,-0.31029714,0.0016085732
32,242,0.58193070,3.04635344,22.02099370,0.28788668,0.0019496131
32,243,0.93394483,3.49461733,23.06773772,0.14743503,0.0034622185
32,244,0.81445969,2.79264773,21.42065984,0.20922075,0.0008652718
32,245,0.72183035,2.67170584,20.78169388,0.13722143,0.0030888892
32,246,0.63004987,2.44444395,21.97353173,0.26066059,0.0039668628
32,247,0.72058912,2.53927972,22.41226879,0.04888310,0.0011969407
32,248,0.95067108,2.53869477,21.07115806,0.22692440,0.0030278670
32,249,0.82297409,2.56555051,22.46103700,-0.33202055,0.0026358344
32,250,0.88401824,2.72894248,24.89766191,0.38272837,0.0009096659
32,251,0.91256446,2.30137386,22.01130162,0.11192405,0.0034174566
32,252,0.86543721,2.79759259,23.39229916,0.37423255,0.0023126222
32,253,0.88562496,2.68056130,22.62678470,-0.11925178,0.0020765690
32,254,0.91093585,3.94506802,21.62746955,0.19674230,0.0026866947
32,255,0.56773844,2.17099439,21.58223941,0.35402025,0.0049123960
32,256,0.89981624,2.27815449,20.73162349,0.15006289,0.0034718523
32,257,0.79067672,3.80974646,22.97372536,-0.41387012,0.0025580225
32,258,0.87788601,2.19122050,21.66522724,0.11411793,0.0020383670
32,259,0.62913727,2.44602092,22.15788531,-0.12443497,0.0007271908
32,260,0.64373060,2.79019612,21.61915559,0.41814459,0.0013038615
32,261,0.83088226,2.89262020,21.85391508,0.31322765,0.0026140864
32,262,0.57113418,2.15375036,20.16747835,0.17441912,0.0045569292
32,263,0.92534383,2.32669720,22.41986479,0.11361900,0.0042850251
32,264,0.94464709,3.21125114,22.65573599,0.15550397,0.0017713404
32,265,0.77693492,2.78883197,22.89327984,0.39020954,0.0009376225
32,266,0.96309781,2.79660940,21.76477357,0.02904267,0.0067723971
32,267,0.81539305,2.49602106,22.64763539,0.01197763,0.0009224331
32,268,0.70520337,2.32647330,22.28652373,0.13341732,0.0013599936
32,269,0.96257217,2.55048562,21.43843731,0.27069955,0.0018125044
32,270,0.84627163,3.49554157,23.33969588,-0.26790924,0.0030198380
32,271,0.89900151,3.38173906,19.12778903,0.34435851,0.0012543163
32,272,0.81975287,2.95404045,22.75539747,0.31326166,0.0007639493
32,273,0.83631846,2.88440931,22.40509134,-0.08552696,0.0023160360
32,274,0.55371435,2.27008696,22.44092250,0.09854705,0.0032162255
32,275,0.75360998,2.58864009,24.70185117,-0.21691346,0.0021862179
32,276,0.87738138,3.35697623,22.45861385,-0.31388877,0.0028140398
32,277,0.79216635,2.75688911,21.72501943,0.01591473,0.0045136298
32,278,0.94301044,2.78800635,23.39820822,0.06651932,0.0044330469
32,279,0.71657162,2.68237836,21.72312848,0.42107499,0.0020868103
32,280,0.72514589,2.46478073,21.46227965,0.45168713,0.0010831090
32,281,0.95269755,2.10060686,20.17152400,-0.18781493,0.0022750031
32,282,0.58828594,2.34468299,22.68038845,0.32909822,0.0020030114
32,283,0.67384034,2.59889849,21.89242610,-0.08583501,0.0048705370
32,284,0.77442638,3.68863995,20.16588198,0.12883033,0.0007582356
32,285,0.77864984,2.65286683,22.36317194,-0.06531792,0.0028283819
32,286,0.82350350,2.44433255,20.79524245,-0.02206108,0.0016161342
32,287,0.71965959,2.24360283,24.04318951,0.23242995,0.0019379063
32,288,0.74703417,2.62693875,19.78015653,0.43938784,0.0060202374
32,289,0.96888735,3.19312144,20.93496944,0.12609020,0.0021842366
32,290,0.92713381,3.60437319,20.16292989,0.23477307,0.0022965434
32,291,0.56716517,3.16561175,22.33796667,0.14582195,0.0013392217
32,292,0.73659927,2.37380983,21.11785324,0.00205944,0.0038290521
32,293,0.83189952,2.20600261,22.22179956,-0.40708961,0.0016447469
32,294,0.56440243,3.17176576,19.46667807,0.08292342,0.0034685713
32,295,0.86064498,2.58876846,24.14126424,0.01811173,0.0024994566
32,296,0.76604357,3.55804175,22.93867950,0.14659106,0.0041636265
32,297,0.57548921,2.07296827,22.25664673,0.46139191,0.0030562290
32,298,0.85191366,2.88728565,21.33150774,-0.11585501,0.0023758891
32,299,0.62481673,2.09547844,19.08424784,0.33580295,0.0043146046
32,300,0.75084611,2.44352328,22.57676582,0.34969773,0.0015066560
32,301,0.98440363,3.33118520,22.87648900,0.37452403,0.0018396322
32,302,0.95077576,2.29096086,21.61349090,0.19043406,0.0043962742
32,303,0.75120021,3.16106440,20.85208146,-0.19047070,0.0019833291
32,304,0.69021319,2.40607795,21.22902762,0.36633677,0.0079682999
32,305,0.71030814,3.63505865,21.53285032,0.12958496,0.0014403701
32,306,0.82811410,2.62980388,24.45799845,-0.08110062,0.0043260799
32,307,0.91378449,2.38458272,21.35765973,0.24889588,0.0018762107
32,308,0.84459497,2.47196953,22.55914238,-0.28881386,0.0033774491
32,309,0.68771266,2.70158951,22.03579677,-0.46601047,0.0011776598
32,310,0.82711599,2.59914719,20.89605247,0.18030214,0.0015321743
32,311,0.91668384,3.87466944,19.14068370,0.05774522,0.0019120077
32,312,0.80466144,2.83483287,20.37961225,0.36743837,0.0060681707
32,313,0.87070470,2.67757620,21.69192073,0.04730987,0.0019661161
32,314,0.57175902,2.21483376,22.26271618,0.10650024,0.0024215684
32,315,0.78698548,2.56888419,21.11285780,0.16648310,0.0013323350
32,316,0.73539120,2.92683191,21.85335050,0.12970687,0.0037341892
32,317,0.73106874,2.67882991,21.57269849,-0.13520734,0.0010055896
32,318,0.80121572,2.23841889,20.65398741,-0.24293578,0.0056830452
32,319,0.79659551,3.22238822,20.87921523,0.24029298,0.0034773775
32,320,0.75970966,2.22706929,19.47977242,0.08310101,0.0064813427
32,321,0.89932786,2.72586085,23.87330522,0.32726089,0.0016731192
32,322,0.77852613,2.29477986,23.10362091,-0.17356545,0.0043482732
32,323,0.58730225,2.60164242,22.70102223,0.00255441,0.0048501493
32,324,0.84712672,2.08804980,22.50256737,0.27937535,0.0025706658
32,325,0.84351886,2.55422862,22.83585084,0.25097511,0.0081864492
32,326,0.85536081,2.53866924,22.09424739,0.25526917,0.0025380799
32,327,0.80073230,2.83623499,21.56201452,-0.25074299,0.0015924192
32,328,0.61026795,2.37005689,21.88406885,-0.21858470,0.0020819993
32,329,0.77925252,2.80872149,21.17307608,0.02199776,0.0013150341
32,330,0.63365582,2.37399555,22.42223571,-0.08361734,0.0022405140
32,331,0.79441503,3.91512935,24.31177666,0.14314028,0.0021983372
32,332,0.76818510,3.85610926,21.07615482,0.44702342,0.0026544906
32,333,0.90354789,2.14530846,23.37574306,0.12245250,0.0032750179
32,334,0.76603522,2.59848658,22.86776277,0.12930347,0.0028676986
32,335,0.87133476,2.34330581,20.39038095,0.41200025,0.0036700543
32,336,0.75275215,2.31269402,21.77409415,0.19086535,0.0075578173
32,337,0.68092130,2.16682330,23.00770747,-0.09997289,0.0046525757
32,338,0.94907699,2.38713683,21.48967830,0.23554663,0.0047874716
32,339,0.89568658,2.98953092,21.15366755,0.04539950,0.0032140850
32,340,0.84511680,2.73206397,22.05980706,-0.18330117,0.0034963563
32,341,0.86990899,2.36317206,19.59301007,0.15508419,0.0080219215
32,342,0.83996501,2.51017705,22.61081843,0.30068853,0.0045423995
32,343,0.67135524,2.50448998,20.78595084,0.16904397,0.0018327240
32,344,0.70875359,2.91252916,21.98666796,0.42043105,0.0027340970
32,345,0.89474581,2.07314774,22.86985044,0.04673574,0.0057901000
32,346,0.75611896,2.35672891,22.98817869,0.34293083,0.0026790079
32,347,0.95687655,2.44900809,22.76839905,-0.48529206,0.0014366683
32,348,0.92922842,2.61476724,21.71286270,-0.15096541,0.0018952971
32,349,0.92101784,2.85777021,21.22854470,-0.44758760,0.0020892963
32,350,0.85247367,2.87643803,23.54538831,0.34894415,0.0031627314
32,351,0.96319155,2.36575413,24.07875956,0.21735890,0.0015958216
32,352,0.82630527,2.96449400,21.93859246,0.24651185,0.0021333760
32,353,0.74189060,3.13718731,20.64973390,-0.21226217,0.0037460536
32,354,0.79564324,3.25221797,22.80187513,0.39787768,0.0022084041
32,355,0.58929456,2.26163706,20.25428234,0.30240057,0.0032690028
32,356,0.74056444,2.86711583,20.39568920,0.24807606,0.0009169039
32,357,0.81817557,2.13931827,23.28042634,0.36871484,0.0042982381
32,358,0.84994881,2.66389112,22.65959222,-0.17202878,0.0056771108
32,359,0.77057857,3.03997902,21.84787607,0.09719236,0.0061869557
32,360,0.95705592,2.72620898,22.27597885,0.29185963,0.0058097110
32,361,0.84336359,2.86797928,19.61169519,0.07065924,0.0029234540
32,362,0.99370160,2.17533612,19.52436943,-0.33569081,0.0017606404
32,363,0.63864880,3.03023760,24.14400921,0.36798635,0.0017077256
32,364,0.52308171,3.20731865,21.39628986,0.26586417,0.0015092807
32,365,0.72898634,2.60869086,21.61301929,0.38009755,0.0026714712
32,366,0.79365680,2.34211951,21.98195491,0.38966710,0.0027733143
